"Título de trazado: LDCapSwampHoboTRH"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20744890, SEN S/N: 20744890, LBL: TempC)","HR, % (LGR S/N: 20744890, SEN S/N: 20744890, LBL: %)","Acoplador separado (LGR S/N: 20744890)","Acoplador adjunto (LGR S/N: 20744890)","Host conectado (LGR S/N: 20744890)","Final de archivo (LGR S/N: 20744890)"
7433,06/17/25 09:00:00 a.m.,8.965,99.595,,,,
7434,06/17/25 09:30:00 a.m.,9.608,94.227,,,,
7435,06/17/25 10:00:00 a.m.,9.903,94.559,,,,
7436,06/17/25 10:30:00 a.m.,9.188,91.518,,,,
7437,06/17/25 11:00:00 a.m.,9.903,93.083,,,,
7438,06/17/25 11:30:00 a.m.,10.907,91.466,,,,
7439,06/17/25 12:00:00 p.m.,12.727,89.498,,,,
7440,06/17/25 12:30:00 p.m.,9.287,92.490,,,,
7441,06/17/25 01:00:00 p.m.,9.731,95.448,,,,
7442,06/17/25 01:30:00 p.m.,9.312,94.907,,,,
7443,06/17/25 02:00:00 p.m.,10.687,96.083,,,,
7444,06/17/25 02:30:00 p.m.,9.089,94.394,,,,
7445,06/17/25 03:00:00 p.m.,10.296,93.594,,,,
7446,06/17/25 03:30:00 p.m.,9.558,88.144,,,,
7447,06/17/25 04:00:00 p.m.,11.540,79.353,,,,
7448,06/17/25 04:30:00 p.m.,7.920,84.972,,,,
7449,06/17/25 05:00:00 p.m.,6.965,88.052,,,,
7450,06/17/25 05:30:00 p.m.,6.788,88.575,,,,
7451,06/17/25 06:00:00 p.m.,6.306,90.170,,,,
7452,06/17/25 06:30:00 p.m.,5.282,92.034,,,,
7453,06/17/25 07:00:00 p.m.,5.076,93.207,,,,
7454,06/17/25 07:30:00 p.m.,5.437,94.920,,,,
7455,06/17/25 08:00:00 p.m.,5.565,96.634,,,,
7456,06/17/25 08:30:00 p.m.,5.591,97.572,,,,
7457,06/17/25 09:00:00 p.m.,5.205,98.124,,,,
7458,06/17/25 09:30:00 p.m.,5.024,98.486,,,,
7459,06/17/25 10:00:00 p.m.,5.334,98.816,,,,
7460,06/17/25 10:30:00 p.m.,5.102,98.993,,,,
7461,06/17/25 11:00:00 p.m.,3.775,98.955,,,,
7462,06/17/25 11:30:00 p.m.,3.564,99.183,,,,
7463,06/18/25 12:00:00 a.m.,4.298,99.465,,,,
7464,06/18/25 12:30:00 a.m.,4.818,99.637,,,,
7465,06/18/25 01:00:00 a.m.,4.973,99.778,,,,
7466,06/18/25 01:30:00 a.m.,5.024,99.937,,,,
7467,06/18/25 02:00:00 a.m.,4.999,100.000,,,,
7468,06/18/25 02:30:00 a.m.,4.999,100.000,,,,
7469,06/18/25 03:00:00 a.m.,4.921,100.000,,,,
7470,06/18/25 03:30:00 a.m.,4.584,100.000,,,,
7471,06/18/25 04:00:00 a.m.,4.402,100.000,,,,
7472,06/18/25 04:30:00 a.m.,4.272,100.000,,,,
7473,06/18/25 05:00:00 a.m.,4.350,100.000,,,,
7474,06/18/25 05:30:00 a.m.,4.818,100.000,,,,
7475,06/18/25 06:00:00 a.m.,4.844,100.000,,,,
7476,06/18/25 06:30:00 a.m.,4.740,100.000,,,,
7477,06/18/25 07:00:00 a.m.,5.128,100.000,,,,
7478,06/18/25 07:30:00 a.m.,5.539,100.000,,,,
7479,06/18/25 08:00:00 a.m.,5.668,100.000,,,,
7480,06/18/25 08:30:00 a.m.,5.847,100.000,,,,
7481,06/18/25 09:00:00 a.m.,6.331,100.000,,,,
7482,06/18/25 09:30:00 a.m.,6.102,100.000,,,,
7483,06/18/25 10:00:00 a.m.,6.864,100.000,,,,
7484,06/18/25 10:30:00 a.m.,6.535,100.000,,,,
7485,06/18/25 11:00:00 a.m.,6.763,100.000,,,,
7486,06/18/25 11:30:00 a.m.,6.179,100.000,,,,
7487,06/18/25 12:00:00 p.m.,5.488,100.000,,,,
7488,06/18/25 12:30:00 p.m.,5.770,100.000,,,,
7489,06/18/25 01:00:00 p.m.,5.796,100.000,,,,
7490,06/18/25 01:30:00 p.m.,5.821,100.000,,,,
7491,06/18/25 02:00:00 p.m.,6.636,100.000,,,,
7492,06/18/25 02:30:00 p.m.,5.898,99.655,,,,
7493,06/18/25 03:00:00 p.m.,7.167,99.480,,,,
7494,06/18/25 03:30:00 p.m.,6.914,97.989,,,,
7495,06/18/25 04:00:00 p.m.,6.051,97.504,,,,
7496,06/18/25 04:30:00 p.m.,6.179,98.494,,,,
7497,06/18/25 05:00:00 p.m.,5.796,98.849,,,,
7498,06/18/25 05:30:00 p.m.,5.616,99.042,,,,
7499,06/18/25 06:00:00 p.m.,5.179,99.039,,,,
7500,06/18/25 06:30:00 p.m.,4.947,98.852,,,,
7501,06/18/25 07:00:00 p.m.,5.076,98.622,,,,
7502,06/18/25 07:30:00 p.m.,5.050,97.471,,,,
7503,06/18/25 08:00:00 p.m.,5.024,97.537,,,,
7504,06/18/25 08:30:00 p.m.,5.024,98.049,,,,
7505,06/18/25 09:00:00 p.m.,5.024,98.511,,,,
7506,06/18/25 09:30:00 p.m.,5.282,97.975,,,,
7507,06/18/25 10:00:00 p.m.,4.973,97.815,,,,
7508,06/18/25 10:30:00 p.m.,4.921,97.679,,,,
7509,06/18/25 11:00:00 p.m.,4.818,98.282,,,,
7510,06/18/25 11:30:00 p.m.,4.818,98.864,,,,
7511,06/19/25 12:00:00 a.m.,4.818,99.396,,,,
7512,06/19/25 12:30:00 a.m.,4.869,99.748,,,,
7513,06/19/25 01:00:00 a.m.,4.792,99.967,,,,
7514,06/19/25 01:30:00 a.m.,4.818,100.000,,,,
7515,06/19/25 02:00:00 a.m.,4.869,100.000,,,,
7516,06/19/25 02:30:00 a.m.,4.895,100.000,,,,
7517,06/19/25 03:00:00 a.m.,4.973,100.000,,,,
7518,06/19/25 03:30:00 a.m.,4.973,100.000,,,,
7519,06/19/25 04:00:00 a.m.,4.973,100.000,,,,
7520,06/19/25 04:30:00 a.m.,4.973,100.000,,,,
7521,06/19/25 05:00:00 a.m.,4.869,100.000,,,,
7522,06/19/25 05:30:00 a.m.,4.740,100.000,,,,
7523,06/19/25 06:00:00 a.m.,4.818,100.000,,,,
7524,06/19/25 06:30:00 a.m.,4.688,100.000,,,,
7525,06/19/25 07:00:00 a.m.,4.869,100.000,,,,
7526,06/19/25 07:30:00 a.m.,4.947,100.000,,,,
7527,06/19/25 08:00:00 a.m.,5.024,100.000,,,,
7528,06/19/25 08:30:00 a.m.,5.179,100.000,,,,
7529,06/19/25 09:00:00 a.m.,5.308,100.000,,,,
7530,06/19/25 09:30:00 a.m.,6.153,100.000,,,,
7531,06/19/25 10:00:00 a.m.,6.382,100.000,,,,
7532,06/19/25 10:30:00 a.m.,6.153,100.000,,,,
7533,06/19/25 11:00:00 a.m.,5.898,100.000,,,,
7534,06/19/25 11:30:00 a.m.,6.661,100.000,,,,
7535,06/19/25 12:00:00 p.m.,7.116,100.000,,,,
7536,06/19/25 12:30:00 p.m.,7.670,100.000,,,,
7537,06/19/25 01:00:00 p.m.,7.945,100.000,,,,
7538,06/19/25 01:30:00 p.m.,7.695,100.000,,,,
7539,06/19/25 02:00:00 p.m.,8.120,100.000,,,,
7540,06/19/25 02:30:00 p.m.,7.619,100.000,,,,
7541,06/19/25 03:00:00 p.m.,7.494,100.000,,,,
7542,06/19/25 03:30:00 p.m.,7.419,100.000,,,,
7543,06/19/25 04:00:00 p.m.,7.318,100.000,,,,
7544,06/19/25 04:30:00 p.m.,6.255,100.000,,,,
7545,06/19/25 05:00:00 p.m.,5.949,100.000,,,,
7546,06/19/25 05:30:00 p.m.,5.847,100.000,,,,
7547,06/19/25 06:00:00 p.m.,5.437,100.000,,,,
7548,06/19/25 06:30:00 p.m.,5.385,100.000,,,,
7549,06/19/25 07:00:00 p.m.,5.385,100.000,,,,
7550,06/19/25 07:30:00 p.m.,5.076,100.000,,,,
7551,06/19/25 08:00:00 p.m.,4.766,100.000,,,,
7552,06/19/25 08:30:00 p.m.,4.947,100.000,,,,
7553,06/19/25 09:00:00 p.m.,5.076,100.000,,,,
7554,06/19/25 09:30:00 p.m.,5.024,100.000,,,,
7555,06/19/25 10:00:00 p.m.,5.128,100.000,,,,
7556,06/19/25 10:30:00 p.m.,5.154,100.000,,,,
7557,06/19/25 11:00:00 p.m.,5.024,100.000,,,,
7558,06/19/25 11:30:00 p.m.,4.714,100.000,,,,
7559,06/20/25 12:00:00 a.m.,4.610,100.000,,,,
7560,06/20/25 12:30:00 a.m.,4.376,100.000,,,,
7561,06/20/25 01:00:00 a.m.,4.298,100.000,,,,
7562,06/20/25 01:30:00 a.m.,4.141,100.000,,,,
7563,06/20/25 02:00:00 a.m.,4.194,100.000,,,,
7564,06/20/25 02:30:00 a.m.,4.298,100.000,,,,
7565,06/20/25 03:00:00 a.m.,4.350,100.000,,,,
7566,06/20/25 03:30:00 a.m.,4.480,100.000,,,,
7567,06/20/25 04:00:00 a.m.,4.584,100.000,,,,
7568,06/20/25 04:30:00 a.m.,4.662,100.000,,,,
7569,06/20/25 05:00:00 a.m.,4.584,100.000,,,,
7570,06/20/25 05:30:00 a.m.,4.610,100.000,,,,
7571,06/20/25 06:00:00 a.m.,4.740,100.000,,,,
7572,06/20/25 06:30:00 a.m.,4.740,100.000,,,,
7573,06/20/25 07:00:00 a.m.,4.662,100.000,,,,
7574,06/20/25 07:30:00 a.m.,5.154,100.000,,,,
7575,06/20/25 08:00:00 a.m.,5.334,100.000,,,,
7576,06/20/25 08:30:00 a.m.,5.949,100.000,,,,
7577,06/20/25 09:00:00 a.m.,6.306,100.000,,,,
7578,06/20/25 09:30:00 a.m.,7.293,100.000,,,,
7579,06/20/25 10:00:00 a.m.,7.066,100.000,,,,
7580,06/20/25 10:30:00 a.m.,8.095,100.000,,,,
7581,06/20/25 11:00:00 a.m.,7.217,100.000,,,,
7582,06/20/25 11:30:00 a.m.,7.770,100.000,,,,
7583,06/20/25 12:00:00 p.m.,8.742,100.000,,,,
7584,06/20/25 12:30:00 p.m.,8.519,100.000,,,,
7585,06/20/25 01:00:00 p.m.,7.192,100.000,,,,
7586,06/20/25 01:30:00 p.m.,7.569,100.000,,,,
7587,06/20/25 02:00:00 p.m.,7.142,100.000,,,,
7588,06/20/25 02:30:00 p.m.,7.670,100.000,,,,
7589,06/20/25 03:00:00 p.m.,8.817,100.000,,,,
7590,06/20/25 03:30:00 p.m.,6.535,99.155,,,,
7591,06/20/25 04:00:00 p.m.,7.870,100.000,,,,
7592,06/20/25 04:30:00 p.m.,7.268,99.898,,,,
7593,06/20/25 05:00:00 p.m.,6.813,99.915,,,,
7594,06/20/25 05:30:00 p.m.,6.560,100.000,,,,
7595,06/20/25 06:00:00 p.m.,5.282,100.000,,,,
7596,06/20/25 06:30:00 p.m.,4.947,100.000,,,,
7597,06/20/25 07:00:00 p.m.,4.506,100.000,,,,
7598,06/20/25 07:30:00 p.m.,4.895,100.000,,,,
7599,06/20/25 08:00:00 p.m.,4.973,100.000,,,,
7600,06/20/25 08:30:00 p.m.,4.714,100.000,,,,
7601,06/20/25 09:00:00 p.m.,4.973,100.000,,,,
7602,06/20/25 09:30:00 p.m.,4.999,100.000,,,,
7603,06/20/25 10:00:00 p.m.,4.947,100.000,,,,
7604,06/20/25 10:30:00 p.m.,4.610,100.000,,,,
7605,06/20/25 11:00:00 p.m.,4.869,100.000,,,,
7606,06/20/25 11:30:00 p.m.,4.947,100.000,,,,
7607,06/21/25 12:00:00 a.m.,4.921,100.000,,,,
7608,06/21/25 12:30:00 a.m.,4.869,100.000,,,,
7609,06/21/25 01:00:00 a.m.,4.636,100.000,,,,
7610,06/21/25 01:30:00 a.m.,4.818,100.000,,,,
7611,06/21/25 02:00:00 a.m.,4.714,100.000,,,,
7612,06/21/25 02:30:00 a.m.,4.688,100.000,,,,
7613,06/21/25 03:00:00 a.m.,4.792,100.000,,,,
7614,06/21/25 03:30:00 a.m.,4.740,100.000,,,,
7615,06/21/25 04:00:00 a.m.,4.766,100.000,,,,
7616,06/21/25 04:30:00 a.m.,4.766,100.000,,,,
7617,06/21/25 05:00:00 a.m.,4.792,100.000,,,,
7618,06/21/25 05:30:00 a.m.,4.454,100.000,,,,
7619,06/21/25 06:00:00 a.m.,4.532,100.000,,,,
7620,06/21/25 06:30:00 a.m.,4.558,100.000,,,,
7621,06/21/25 07:00:00 a.m.,4.480,100.000,,,,
7622,06/21/25 07:30:00 a.m.,4.999,100.000,,,,
7623,06/21/25 08:00:00 a.m.,5.154,100.000,,,,
7624,06/21/25 08:30:00 a.m.,8.070,100.000,,,,
7625,06/21/25 09:00:00 a.m.,8.245,100.000,,,,
7626,06/21/25 09:30:00 a.m.,9.386,98.776,,,,
7627,06/21/25 10:00:00 a.m.,11.516,95.570,,,,
7628,06/21/25 10:30:00 a.m.,9.977,91.771,,,,
7629,06/21/25 11:00:00 a.m.,10.638,90.959,,,,
7630,06/21/25 11:30:00 a.m.,10.149,91.067,,,,
7631,06/21/25 12:00:00 p.m.,9.632,89.929,,,,
7632,06/21/25 12:30:00 p.m.,10.541,92.839,,,,
7633,06/21/25 01:00:00 p.m.,12.074,90.070,,,,
7634,06/21/25 01:30:00 p.m.,13.016,83.110,,,,
7635,06/21/25 02:00:00 p.m.,11.904,84.685,,,,
7636,06/21/25 02:30:00 p.m.,10.590,90.143,,,,
7637,06/21/25 03:00:00 p.m.,9.706,90.258,,,,
7638,06/21/25 03:30:00 p.m.,9.558,92.227,,,,
7639,06/21/25 04:00:00 p.m.,8.494,94.362,,,,
7640,06/21/25 04:30:00 p.m.,8.419,95.974,,,,
7641,06/21/25 05:00:00 p.m.,7.293,96.167,,,,
7642,06/21/25 05:30:00 p.m.,6.484,96.689,,,,
7643,06/21/25 06:00:00 p.m.,6.153,96.992,,,,
7644,06/21/25 06:30:00 p.m.,5.128,97.004,,,,
7645,06/21/25 07:00:00 p.m.,3.985,96.883,,,,
7646,06/21/25 07:30:00 p.m.,2.557,96.875,,,,
7647,06/21/25 08:00:00 p.m.,1.262,96.995,,,,
7648,06/21/25 08:30:00 p.m.,0.770,97.337,,,,
7649,06/21/25 09:00:00 p.m.,2.182,98.119,,,,
7650,06/21/25 09:30:00 p.m.,2.450,98.674,,,,
7651,06/21/25 10:00:00 p.m.,1.751,98.928,,,,
7652,06/21/25 10:30:00 p.m.,2.664,99.405,,,,
7653,06/21/25 11:00:00 p.m.,3.854,99.674,,,,
7654,06/21/25 11:30:00 p.m.,4.089,99.861,,,,
7655,06/22/25 12:00:00 a.m.,4.246,100.000,,,,
7656,06/22/25 12:30:00 a.m.,4.376,100.000,,,,
7657,06/22/25 01:00:00 a.m.,4.376,100.000,,,,
7658,06/22/25 01:30:00 a.m.,4.246,100.000,,,,
7659,06/22/25 02:00:00 a.m.,4.168,100.000,,,,
7660,06/22/25 02:30:00 a.m.,3.932,100.000,,,,
7661,06/22/25 03:00:00 a.m.,3.670,100.000,,,,
7662,06/22/25 03:30:00 a.m.,2.209,100.000,,,,
7663,06/22/25 04:00:00 a.m.,1.751,100.000,,,,
7664,06/22/25 04:30:00 a.m.,2.770,100.000,,,,
7665,06/22/25 05:00:00 a.m.,4.089,100.000,,,,
7666,06/22/25 05:30:00 a.m.,4.194,100.000,,,,
7667,06/22/25 06:00:00 a.m.,3.827,100.000,,,,
7668,06/22/25 06:30:00 a.m.,3.985,100.000,,,,
7669,06/22/25 07:00:00 a.m.,4.947,100.000,,,,
7670,06/22/25 07:30:00 a.m.,5.719,100.000,,,,
7671,06/22/25 08:00:00 a.m.,6.458,100.000,,,,
7672,06/22/25 08:30:00 a.m.,7.167,100.000,,,,
7673,06/22/25 09:00:00 a.m.,8.494,100.000,,,,
7674,06/22/25 09:30:00 a.m.,9.361,98.373,,,,
7675,06/22/25 10:00:00 a.m.,9.509,94.808,,,,
7676,06/22/25 10:30:00 a.m.,9.460,94.036,,,,
7677,06/22/25 11:00:00 a.m.,9.780,94.273,,,,
7678,06/22/25 11:30:00 a.m.,11.370,92.848,,,,
7679,06/22/25 12:00:00 p.m.,10.638,88.277,,,,
7680,06/22/25 12:30:00 p.m.,10.345,88.807,,,,
7681,06/22/25 01:00:00 p.m.,11.127,95.035,,,,
7682,06/22/25 01:30:00 p.m.,11.783,92.645,,,,
7683,06/22/25 02:00:00 p.m.,12.775,85.799,,,,
7684,06/22/25 02:30:00 p.m.,14.026,83.557,,,,
7685,06/22/25 03:00:00 p.m.,11.637,79.538,,,,
7686,06/22/25 03:30:00 p.m.,10.932,86.108,,,,
7687,06/22/25 04:00:00 p.m.,10.590,84.699,,,,
7688,06/22/25 04:30:00 p.m.,9.040,85.843,,,,
7689,06/22/25 05:00:00 p.m.,8.593,88.219,,,,
7690,06/22/25 05:30:00 p.m.,7.720,88.471,,,,
7691,06/22/25 06:00:00 p.m.,6.585,91.462,,,,
7692,06/22/25 06:30:00 p.m.,5.565,92.936,,,,
7693,06/22/25 07:00:00 p.m.,3.958,93.483,,,,
7694,06/22/25 07:30:00 p.m.,3.009,94.757,,,,
7695,06/22/25 08:00:00 p.m.,2.557,95.855,,,,
7696,06/22/25 08:30:00 p.m.,1.670,96.338,,,,
7697,06/22/25 09:00:00 p.m.,1.697,97.165,,,,
7698,06/22/25 09:30:00 p.m.,1.751,97.661,,,,
7699,06/22/25 10:00:00 p.m.,1.262,97.858,,,,
7700,06/22/25 10:30:00 p.m.,2.021,98.456,,,,
7701,06/22/25 11:00:00 p.m.,2.236,98.565,,,,
7702,06/22/25 11:30:00 p.m.,1.208,98.749,,,,
7703,06/23/25 12:00:00 a.m.,1.480,99.018,,,,
7704,06/23/25 12:30:00 a.m.,1.262,99.240,,,,
7705,06/23/25 01:00:00 a.m.,1.044,99.414,,,,
7706,06/23/25 01:30:00 a.m.,1.317,99.635,,,,
7707,06/23/25 02:00:00 a.m.,1.153,99.683,,,,
7708,06/23/25 02:30:00 a.m.,0.715,99.816,,,,
7709,06/23/25 03:00:00 a.m.,1.534,100.000,,,,
7710,06/23/25 03:30:00 a.m.,1.967,100.000,,,,
7711,06/23/25 04:00:00 a.m.,2.503,100.000,,,,
7712,06/23/25 04:30:00 a.m.,3.433,100.000,,,,
7713,06/23/25 05:00:00 a.m.,4.089,100.000,,,,
7714,06/23/25 05:30:00 a.m.,4.506,100.000,,,,
7715,06/23/25 06:00:00 a.m.,4.766,100.000,,,,
7716,06/23/25 06:30:00 a.m.,4.999,100.000,,,,
7717,06/23/25 07:00:00 a.m.,5.488,100.000,,,,
7718,06/23/25 07:30:00 a.m.,5.949,100.000,,,,
7719,06/23/25 08:00:00 a.m.,6.914,100.000,,,,
7720,06/23/25 08:30:00 a.m.,7.393,100.000,,,,
7721,06/23/25 09:00:00 a.m.,8.369,100.000,,,,
7722,06/23/25 09:30:00 a.m.,9.977,95.186,,,,
7723,06/23/25 10:00:00 a.m.,10.638,87.831,,,,
7724,06/23/25 10:30:00 a.m.,10.565,85.650,,,,
7725,06/23/25 11:00:00 a.m.,13.425,79.762,,,,
7726,06/23/25 11:30:00 a.m.,17.011,68.729,,,,
7727,06/23/25 12:00:00 p.m.,17.344,66.330,,,,
7728,06/23/25 12:30:00 p.m.,15.652,71.651,,,,
7729,06/23/25 01:00:00 p.m.,15.461,71.958,,,,
7730,06/23/25 01:30:00 p.m.,9.756,84.318,,,,
7731,06/23/25 02:00:00 p.m.,13.425,85.147,,,,
7732,06/23/25 02:30:00 p.m.,11.443,88.237,,,,
7733,06/23/25 03:00:00 p.m.,14.194,71.997,,,,
7734,06/23/25 03:30:00 p.m.,11.929,77.594,,,,
7735,06/23/25 04:00:00 p.m.,10.320,74.796,,,,
7736,06/23/25 04:30:00 p.m.,8.593,85.184,,,,
7737,06/23/25 05:00:00 p.m.,7.469,84.681,,,,
7738,06/23/25 05:30:00 p.m.,7.343,86.406,,,,
7739,06/23/25 06:00:00 p.m.,6.509,87.552,,,,
7740,06/23/25 06:30:00 p.m.,5.975,90.849,,,,
7741,06/23/25 07:00:00 p.m.,6.331,93.714,,,,
7742,06/23/25 07:30:00 p.m.,6.357,95.565,,,,
7743,06/23/25 08:00:00 p.m.,5.924,96.486,,,,
7744,06/23/25 08:30:00 p.m.,5.847,97.227,,,,
7745,06/23/25 09:00:00 p.m.,5.821,97.734,,,,
7746,06/23/25 09:30:00 p.m.,5.591,98.012,,,,
7747,06/23/25 10:00:00 p.m.,5.385,98.272,,,,
7748,06/23/25 10:30:00 p.m.,5.102,98.411,,,,
7749,06/23/25 11:00:00 p.m.,4.532,98.614,,,,
7750,06/23/25 11:30:00 p.m.,4.037,98.788,,,,
7751,06/24/25 12:00:00 a.m.,3.985,99.014,,,,
7752,06/24/25 12:30:00 a.m.,3.985,99.159,,,,
7753,06/24/25 01:00:00 a.m.,4.584,99.329,,,,
7754,06/24/25 01:30:00 a.m.,4.428,99.430,,,,
7755,06/24/25 02:00:00 a.m.,4.428,99.670,,,,
7756,06/24/25 02:30:00 a.m.,4.350,99.792,,,,
7757,06/24/25 03:00:00 a.m.,4.141,99.804,,,,
7758,06/24/25 03:30:00 a.m.,3.932,99.864,,,,
7759,06/24/25 04:00:00 a.m.,4.168,99.884,,,,
7760,06/24/25 04:30:00 a.m.,4.298,100.000,,,,
7761,06/24/25 05:00:00 a.m.,4.506,100.000,,,,
7762,06/24/25 05:30:00 a.m.,4.947,100.000,,,,
7763,06/24/25 06:00:00 a.m.,5.076,100.000,,,,
7764,06/24/25 06:30:00 a.m.,5.360,100.000,,,,
7765,06/24/25 07:00:00 a.m.,5.719,100.000,,,,
7766,06/24/25 07:30:00 a.m.,6.204,100.000,,,,
7767,06/24/25 08:00:00 a.m.,6.737,100.000,,,,
7768,06/24/25 08:30:00 a.m.,7.041,100.000,,,,
7769,06/24/25 09:00:00 a.m.,7.066,100.000,,,,
7770,06/24/25 09:30:00 a.m.,7.444,100.000,,,,
7771,06/24/25 10:00:00 a.m.,7.670,100.000,,,,
7772,06/24/25 10:30:00 a.m.,8.045,100.000,,,,
7773,06/24/25 11:00:00 a.m.,8.145,100.000,,,,
7774,06/24/25 11:30:00 a.m.,10.834,100.000,,,,
7775,06/24/25 12:00:00 p.m.,10.443,100.000,,,,
7776,06/24/25 12:30:00 p.m.,9.188,99.412,,,,
7777,06/24/25 01:00:00 p.m.,9.854,99.005,,,,
7778,06/24/25 01:30:00 p.m.,10.590,98.514,,,,
7779,06/24/25 02:00:00 p.m.,9.435,97.199,,,,
7780,06/24/25 02:30:00 p.m.,11.686,97.563,,,,
7781,06/24/25 03:00:00 p.m.,10.492,89.755,,,,
7782,06/24/25 03:30:00 p.m.,13.064,87.254,,,,
7783,06/24/25 04:00:00 p.m.,11.053,84.674,,,,
7784,06/24/25 04:30:00 p.m.,8.891,90.775,,,,
7785,06/24/25 05:00:00 p.m.,7.720,93.729,,,,
7786,06/24/25 05:30:00 p.m.,6.585,95.677,,,,
7787,06/24/25 06:00:00 p.m.,5.745,96.240,,,,
7788,06/24/25 06:30:00 p.m.,4.921,96.702,,,,
7789,06/24/25 07:00:00 p.m.,4.506,97.247,,,,
7790,06/24/25 07:30:00 p.m.,5.257,97.406,,,,
7791,06/24/25 08:00:00 p.m.,5.179,97.897,,,,
7792,06/24/25 08:30:00 p.m.,5.257,98.406,,,,
7793,06/24/25 09:00:00 p.m.,5.334,98.865,,,,
7794,06/24/25 09:30:00 p.m.,5.360,99.114,,,,
7795,06/24/25 10:00:00 p.m.,5.128,99.339,,,,
7796,06/24/25 10:30:00 p.m.,5.179,99.547,,,,
7797,06/24/25 11:00:00 p.m.,5.024,99.648,,,,
7798,06/24/25 11:30:00 p.m.,4.921,99.811,,,,
7799,06/25/25 12:00:00 a.m.,4.766,99.911,,,,
7800,06/25/25 12:30:00 a.m.,4.011,99.935,,,,
7801,06/25/25 01:00:00 a.m.,2.877,99.991,,,,
7802,06/25/25 01:30:00 a.m.,2.664,100.000,,,,
7803,06/25/25 02:00:00 a.m.,3.116,100.000,,,,
7804,06/25/25 02:30:00 a.m.,3.274,100.000,,,,
7805,06/25/25 03:00:00 a.m.,3.221,100.000,,,,
7806,06/25/25 03:30:00 a.m.,3.538,100.000,,,,
7807,06/25/25 04:00:00 a.m.,3.722,100.000,,,,
7808,06/25/25 04:30:00 a.m.,3.775,100.000,,,,
7809,06/25/25 05:00:00 a.m.,4.454,100.000,,,,
7810,06/25/25 05:30:00 a.m.,4.714,100.000,,,,
7811,06/25/25 06:00:00 a.m.,4.714,100.000,,,,
7812,06/25/25 06:30:00 a.m.,4.999,100.000,,,,
7813,06/25/25 07:00:00 a.m.,5.334,100.000,,,,
7814,06/25/25 07:30:00 a.m.,5.693,100.000,,,,
7815,06/25/25 08:00:00 a.m.,6.357,100.000,,,,
7816,06/25/25 08:30:00 a.m.,6.560,100.000,,,,
7817,06/25/25 09:00:00 a.m.,9.064,100.000,,,,
7818,06/25/25 09:30:00 a.m.,8.717,100.000,,,,
7819,06/25/25 10:00:00 a.m.,7.970,100.000,,,,
7820,06/25/25 10:30:00 a.m.,9.064,100.000,,,,
7821,06/25/25 11:00:00 a.m.,8.593,100.000,,,,
7822,06/25/25 11:30:00 a.m.,8.866,99.075,,,,
7823,06/25/25 12:00:00 p.m.,10.394,96.029,,,,
7824,06/25/25 12:30:00 p.m.,12.775,92.538,,,,
7825,06/25/25 01:00:00 p.m.,10.932,92.452,,,,
7826,06/25/25 01:30:00 p.m.,13.642,85.788,,,,
7827,06/25/25 02:00:00 p.m.,14.888,79.415,,,,
7828,06/25/25 02:30:00 p.m.,14.290,80.060,,,,
7829,06/25/25 03:00:00 p.m.,14.840,76.843,,,,
7830,06/25/25 03:30:00 p.m.,14.433,73.068,,,,
7831,06/25/25 04:00:00 p.m.,11.977,77.825,,,,
7832,06/25/25 04:30:00 p.m.,8.045,83.655,,,,
7833,06/25/25 05:00:00 p.m.,6.408,88.249,,,,
7834,06/25/25 05:30:00 p.m.,5.128,89.973,,,,
7835,06/25/25 06:00:00 p.m.,4.506,92.707,,,,
7836,06/25/25 06:30:00 p.m.,4.141,93.631,,,,
7837,06/25/25 07:00:00 p.m.,3.406,93.336,,,,
7838,06/25/25 07:30:00 p.m.,3.854,93.356,,,,
7839,06/25/25 08:00:00 p.m.,5.308,93.693,,,,
7840,06/25/25 08:30:00 p.m.,5.898,93.949,,,,
7841,06/25/25 09:00:00 p.m.,6.255,94.369,,,,
7842,06/25/25 09:30:00 p.m.,5.745,95.697,,,,
7843,06/25/25 10:00:00 p.m.,5.385,96.781,,,,
7844,06/25/25 10:30:00 p.m.,5.128,97.444,,,,
7845,06/25/25 11:00:00 p.m.,5.076,97.868,,,,
7846,06/25/25 11:30:00 p.m.,5.231,98.326,,,,
7847,06/26/25 12:00:00 a.m.,5.024,98.583,,,,
7848,06/26/25 12:30:00 a.m.,4.869,98.637,,,,
7849,06/26/25 01:00:00 a.m.,4.895,98.498,,,,
7850,06/26/25 01:30:00 a.m.,4.350,98.006,,,,
7851,06/26/25 02:00:00 a.m.,4.194,97.257,,,,
7852,06/26/25 02:30:00 a.m.,4.454,96.500,,,,
7853,06/26/25 03:00:00 a.m.,4.714,95.071,,,,
7854,06/26/25 03:30:00 a.m.,4.818,95.149,,,,
7855,06/26/25 04:00:00 a.m.,4.973,96.176,,,,
7856,06/26/25 04:30:00 a.m.,5.231,96.959,,,,
7857,06/26/25 05:00:00 a.m.,5.128,97.785,,,,
7858,06/26/25 05:30:00 a.m.,5.154,98.377,,,,
7859,06/26/25 06:00:00 a.m.,4.999,98.722,,,,
7860,06/26/25 06:30:00 a.m.,5.128,99.073,,,,
7861,06/26/25 07:00:00 a.m.,5.514,99.425,,,,
7862,06/26/25 07:30:00 a.m.,5.745,99.684,,,,
7863,06/26/25 08:00:00 a.m.,6.712,100.000,,,,
