"Título de trazado: 20759041"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20759041, SEN S/N: 20759041, LBL: TempC)","Event, units (LGR S/N: 20759041, SEN S/N: 20759041, LBL: 0.2mm)","Acoplador adjunto (LGR S/N: 20759041)","Host conectado (LGR S/N: 20759041)","Acoplador separado (LGR S/N: 20759041)","Final de archivo (LGR S/N: 20759041)"
12198,06/25/25 06:39:29 a.m.,,4393.00,,,,
12199,06/25/25 06:44:45 a.m.,,4394.00,,,,
12200,06/25/25 07:00:00 a.m.,5.244,,,,,
12201,06/25/25 07:12:48 a.m.,,4395.00,,,,
12202,06/25/25 07:15:40 a.m.,,4396.00,,,,
12203,06/25/25 07:18:41 a.m.,,4397.00,,,,
12204,06/25/25 07:24:36 a.m.,,4398.00,,,,
12205,06/25/25 07:30:00 a.m.,5.450,,,,,
12206,06/25/25 08:00:00 a.m.,6.268,,,,,
12207,06/25/25 08:19:37 a.m.,,4399.00,,,,
12208,06/25/25 08:30:00 a.m.,7.280,,,,,
12209,06/25/25 08:33:12 a.m.,,4400.00,,,,
12210,06/25/25 08:43:06 a.m.,,4401.00,,,,
12211,06/25/25 08:50:08 a.m.,,4402.00,,,,
12212,06/25/25 09:00:00 a.m.,8.382,,,,,
12213,06/25/25 09:30:00 a.m.,11.041,,,,,
12214,06/25/25 09:47:32 a.m.,,4403.00,,,,
12215,06/25/25 09:57:53 a.m.,,4404.00,,,,
12216,06/25/25 10:00:00 a.m.,9.176,,,,,
12217,06/25/25 10:30:00 a.m.,10.063,,,,,
12218,06/25/25 11:00:00 a.m.,10.944,,,,,
12219,06/25/25 11:30:00 a.m.,10.651,,,,,
12220,06/25/25 12:00:00 p.m.,13.461,,,,,
12221,06/25/25 12:30:00 p.m.,17.950,,,,,
12222,06/25/25 01:00:00 p.m.,15.855,,,,,
12223,06/25/25 01:30:00 p.m.,17.570,,,,,
12224,06/25/25 02:00:00 p.m.,20.901,,,,,
12225,06/25/25 02:30:00 p.m.,21.664,,,,,
12226,06/25/25 03:00:00 p.m.,20.329,,,,,
12227,06/25/25 03:30:00 p.m.,22.238,,,,,
12228,06/25/25 04:00:00 p.m.,19.377,,,,,
12229,06/25/25 04:30:00 p.m.,14.517,,,,,
12230,06/25/25 05:00:00 p.m.,7.179,,,,,
12231,06/25/25 05:30:00 p.m.,5.037,,,,,
12232,06/25/25 06:00:00 p.m.,3.788,,,,,
12233,06/25/25 06:30:00 p.m.,3.261,,,,,
12234,06/25/25 07:00:00 p.m.,3.049,,,,,
12235,06/25/25 07:30:00 p.m.,2.303,,,,,
12236,06/25/25 08:00:00 p.m.,3.261,,,,,
12237,06/25/25 08:30:00 p.m.,4.831,,,,,
12238,06/25/25 09:00:00 p.m.,5.860,,,,,
12239,06/25/25 09:30:00 p.m.,5.552,,,,,
12240,06/25/25 09:52:54 p.m.,,4405.00,,,,
12241,06/25/25 10:00:00 p.m.,5.347,,,,,
12242,06/25/25 10:30:00 p.m.,4.934,,,,,
12243,06/25/25 11:00:00 p.m.,4.831,,,,,
12244,06/25/25 11:30:00 p.m.,4.934,,,,,
12245,06/26/25 12:00:00 a.m.,5.037,,,,,
12246,06/26/25 12:07:26 a.m.,,4406.00,,,,
12247,06/26/25 12:30:00 a.m.,4.831,,,,,
12248,06/26/25 01:00:00 a.m.,4.623,,,,,
12249,06/26/25 01:30:00 a.m.,4.207,,,,,
12250,06/26/25 02:00:00 a.m.,3.472,,,,,
12251,06/26/25 02:30:00 a.m.,3.261,,,,,
12252,06/26/25 03:00:00 a.m.,3.788,,,,,
12253,06/26/25 03:30:00 a.m.,3.893,,,,,
12254,06/26/25 04:00:00 a.m.,3.893,,,,,
12255,06/26/25 04:30:00 a.m.,4.831,,,,,
12256,06/26/25 05:00:00 a.m.,4.831,,,,,
12257,06/26/25 05:30:00 a.m.,4.934,,,,,
12258,06/26/25 05:43:27 a.m.,,4407.00,,,,
12259,06/26/25 06:00:00 a.m.,4.831,,,,,
12260,06/26/25 06:30:00 a.m.,4.831,,,,,
12261,06/26/25 06:31:58 a.m.,,4408.00,,,,
12262,06/26/25 06:45:32 a.m.,,4409.00,,,,
12263,06/26/25 06:54:37 a.m.,,4410.00,,,,
12264,06/26/25 07:00:00 a.m.,5.141,,,,,
12265,06/26/25 07:06:53 a.m.,,4411.00,,,,
12266,06/26/25 07:14:00 a.m.,,4412.00,,,,
12267,06/26/25 07:30:00 a.m.,5.757,,,,,
12268,06/26/25 07:30:34 a.m.,,4413.00,,,,
12269,06/26/25 07:59:30 a.m.,,4414.00,,,,
12270,06/26/25 08:00:00 a.m.,6.877,,,,,
12271,06/26/25 08:30:00 a.m.,7.280,,,,,
12272,06/26/25 09:00:00 a.m.,8.481,,,,,
12273,06/26/25 09:30:00 a.m.,11.431,,,,,
12274,06/26/25 10:00:00 a.m.,12.690,,,,,
12275,06/26/25 10:30:00 a.m.,12.883,,,,,
12276,06/26/25 11:00:00 a.m.,15.187,,,,,
12277,06/26/25 11:18:04 a.m.,,4415.00,,,,
12278,06/26/25 11:25:40 a.m.,,4416.00,,,,
12279,06/26/25 11:30:00 a.m.,11.916,,,,,
12280,06/26/25 11:39:05 a.m.,,4417.00,,,,
12281,06/26/25 12:00:00 p.m.,12.401,,,,,
12282,06/26/25 12:30:00 p.m.,18.045,,,,,
12283,06/26/25 01:00:00 p.m.,13.558,,,,,
12284,06/26/25 01:30:00 p.m.,10.161,,,,,
12285,06/26/25 02:00:00 p.m.,15.378,,,,,
12286,06/26/25 02:30:00 p.m.,14.804,,,,,
12287,06/26/25 03:00:00 p.m.,14.517,,,,,
12288,06/26/25 03:25:39 p.m.,,4418.00,,,,
12289,06/26/25 03:30:00 p.m.,10.259,,,,,
12290,06/26/25 04:00:00 p.m.,7.983,,,,,
12291,06/26/25 04:30:00 p.m.,7.280,,,,,
12292,06/26/25 05:00:00 p.m.,6.775,,,,,
12293,06/26/25 05:30:00 p.m.,6.674,,,,,
12294,06/26/25 06:00:00 p.m.,5.962,,,,,
12295,06/26/25 06:30:00 p.m.,4.415,,,,,
12296,06/26/25 07:00:00 p.m.,4.519,,,,,
12297,06/26/25 07:30:00 p.m.,4.519,,,,,
12298,06/26/25 08:00:00 p.m.,4.934,,,,,
12299,06/26/25 08:30:00 p.m.,5.347,,,,,
12300,06/26/25 09:00:00 p.m.,5.244,,,,,
12301,06/26/25 09:30:00 p.m.,4.831,,,,,
12302,06/26/25 10:00:00 p.m.,4.727,,,,,
12303,06/26/25 10:30:00 p.m.,4.623,,,,,
12304,06/26/25 10:30:04 p.m.,,4419.00,,,,
12305,06/26/25 10:57:15 p.m.,,4420.00,,,,
12306,06/26/25 11:00:00 p.m.,4.623,,,,,
12307,06/26/25 11:30:00 p.m.,4.519,,,,,
12308,06/26/25 11:42:24 p.m.,,4421.00,,,,
12309,06/27/25 12:00:00 a.m.,4.519,,,,,
12310,06/27/25 12:30:00 a.m.,4.623,,,,,
12311,06/27/25 12:32:19 a.m.,,4422.00,,,,
12312,06/27/25 01:00:00 a.m.,4.519,,,,,
12313,06/27/25 01:30:00 a.m.,4.311,,,,,
12314,06/27/25 02:00:00 a.m.,4.519,,,,,
12315,06/27/25 02:30:00 a.m.,4.623,,,,,
12316,06/27/25 03:00:00 a.m.,4.415,,,,,
12317,06/27/25 03:25:39 a.m.,,4423.00,,,,
12318,06/27/25 03:30:00 a.m.,4.415,,,,,
12319,06/27/25 03:42:23 a.m.,,4424.00,,,,
12320,06/27/25 03:48:55 a.m.,,4425.00,,,,
12321,06/27/25 03:53:53 a.m.,,4426.00,,,,
12322,06/27/25 04:00:00 a.m.,4.623,,,,,
12323,06/27/25 04:01:51 a.m.,,4427.00,,,,
12324,06/27/25 04:12:50 a.m.,,4428.00,,,,
12325,06/27/25 04:20:13 a.m.,,4429.00,,,,
12326,06/27/25 04:29:32 a.m.,,4430.00,,,,
12327,06/27/25 04:30:00 a.m.,4.623,,,,,
12328,06/27/25 04:43:38 a.m.,,4431.00,,,,
12329,06/27/25 04:56:05 a.m.,,4432.00,,,,
12330,06/27/25 05:00:00 a.m.,4.623,,,,,
12331,06/27/25 05:09:21 a.m.,,4433.00,,,,
12332,06/27/25 05:17:40 a.m.,,4434.00,,,,
12333,06/27/25 05:21:50 a.m.,,4435.00,,,,
12334,06/27/25 05:24:12 a.m.,,4436.00,,,,
12335,06/27/25 05:30:00 a.m.,4.623,,,,,
12336,06/27/25 05:37:54 a.m.,,4437.00,,,,
12337,06/27/25 05:46:14 a.m.,,4438.00,,,,
12338,06/27/25 05:53:17 a.m.,,4439.00,,,,
12339,06/27/25 06:00:00 a.m.,4.727,,,,,
12340,06/27/25 06:05:58 a.m.,,4440.00,,,,
12341,06/27/25 06:10:15 a.m.,,4441.00,,,,
12342,06/27/25 06:30:00 a.m.,4.727,,,,,
12343,06/27/25 07:00:00 a.m.,4.623,,,,,
12344,06/27/25 07:10:55 a.m.,,4442.00,,,,
12345,06/27/25 07:30:00 a.m.,4.727,,,,,
12346,06/27/25 08:00:00 a.m.,5.037,,,,,
12347,06/27/25 08:03:45 a.m.,,4443.00,,,,
12348,06/27/25 08:30:00 a.m.,5.347,,,,,
12349,06/27/25 09:00:00 a.m.,5.962,,,,,
12350,06/27/25 09:16:25 a.m.,,4444.00,,,,
12351,06/27/25 09:20:50 a.m.,,4445.00,,,,
12352,06/27/25 09:24:27 a.m.,,4446.00,,,,
12353,06/27/25 09:26:49 a.m.,,4447.00,,,,
12354,06/27/25 09:30:00 a.m.,6.268,,,,,
12355,06/27/25 09:30:01 a.m.,,4448.00,,,,
12356,06/27/25 09:33:33 a.m.,,4449.00,,,,
12357,06/27/25 09:35:17 a.m.,,4450.00,,,,
12358,06/27/25 09:37:23 a.m.,,4451.00,,,,
12359,06/27/25 09:39:23 a.m.,,4452.00,,,,
12360,06/27/25 09:42:07 a.m.,,4453.00,,,,
12361,06/27/25 09:44:04 a.m.,,4454.00,,,,
12362,06/27/25 09:46:37 a.m.,,4455.00,,,,
12363,06/27/25 09:48:56 a.m.,,4456.00,,,,
12364,06/27/25 09:51:36 a.m.,,4457.00,,,,
12365,06/27/25 09:53:29 a.m.,,4458.00,,,,
12366,06/27/25 09:56:16 a.m.,,4459.00,,,,
12367,06/27/25 09:58:42 a.m.,,4460.00,,,,
12368,06/27/25 10:00:00 a.m.,6.268,,,,,
12369,06/27/25 10:00:24 a.m.,,4461.00,,,,
12370,06/27/25 10:02:09 a.m.,,4462.00,,,,
12371,06/27/25 10:04:47 a.m.,,4463.00,,,,
12372,06/27/25 10:06:38 a.m.,,4464.00,,,,
12373,06/27/25 10:08:47 a.m.,,4465.00,,,,
12374,06/27/25 10:10:07 a.m.,,4466.00,,,,
12375,06/27/25 10:12:27 a.m.,,4467.00,,,,
12376,06/27/25 10:14:25 a.m.,,4468.00,,,,
12377,06/27/25 10:16:32 a.m.,,4469.00,,,,
12378,06/27/25 10:18:23 a.m.,,4470.00,,,,
12379,06/27/25 10:20:21 a.m.,,4471.00,,,,
12380,06/27/25 10:21:54 a.m.,,4472.00,,,,
12381,06/27/25 10:23:54 a.m.,,4473.00,,,,
12382,06/27/25 10:25:26 a.m.,,4474.00,,,,
12383,06/27/25 10:28:07 a.m.,,4475.00,,,,
12384,06/27/25 10:30:00 a.m.,5.860,,,,,
12385,06/27/25 10:30:14 a.m.,,4476.00,,,,
12386,06/27/25 10:32:49 a.m.,,4477.00,,,,
12387,06/27/25 10:34:56 a.m.,,4478.00,,,,
12388,06/27/25 10:37:33 a.m.,,4479.00,,,,
12389,06/27/25 10:39:39 a.m.,,4480.00,,,,
12390,06/27/25 10:42:01 a.m.,,4481.00,,,,
12391,06/27/25 10:43:37 a.m.,,4482.00,,,,
12392,06/27/25 10:45:58 a.m.,,4483.00,,,,
12393,06/27/25 10:47:40 a.m.,,4484.00,,,,
12394,06/27/25 10:50:02 a.m.,,4485.00,,,,
12395,06/27/25 10:51:51 a.m.,,4486.00,,,,
12396,06/27/25 10:54:22 a.m.,,4487.00,,,,
12397,06/27/25 10:56:08 a.m.,,4488.00,,,,
12398,06/27/25 10:58:34 a.m.,,4489.00,,,,
12399,06/27/25 11:00:00 a.m.,6.268,,,,,
12400,06/27/25 11:00:26 a.m.,,4490.00,,,,
12401,06/27/25 11:02:37 a.m.,,4491.00,,,,
12402,06/27/25 11:04:28 a.m.,,4492.00,,,,
12403,06/27/25 11:06:50 a.m.,,4493.00,,,,
12404,06/27/25 11:08:37 a.m.,,4494.00,,,,
12405,06/27/25 11:10:37 a.m.,,4495.00,,,,
12406,06/27/25 11:12:31 a.m.,,4496.00,,,,
12407,06/27/25 11:14:49 a.m.,,4497.00,,,,
12408,06/27/25 11:16:30 a.m.,,4498.00,,,,
12409,06/27/25 11:18:26 a.m.,,4499.00,,,,
12410,06/27/25 11:19:49 a.m.,,4500.00,,,,
12411,06/27/25 11:22:24 a.m.,,4501.00,,,,
12412,06/27/25 11:24:15 a.m.,,4502.00,,,,
12413,06/27/25 11:27:43 a.m.,,4503.00,,,,
12414,06/27/25 11:30:00 a.m.,7.079,,,,,
12415,06/27/25 11:30:15 a.m.,,4504.00,,,,
12416,06/27/25 11:33:26 a.m.,,4505.00,,,,
12417,06/27/25 11:35:29 a.m.,,4506.00,,,,
12418,06/27/25 11:37:51 a.m.,,4507.00,,,,
12419,06/27/25 11:39:54 a.m.,,4508.00,,,,
12420,06/27/25 11:42:29 a.m.,,4509.00,,,,
12421,06/27/25 11:44:37 a.m.,,4510.00,,,,
12422,06/27/25 11:46:42 a.m.,,4511.00,,,,
12423,06/27/25 11:48:51 a.m.,,4512.00,,,,
12424,06/27/25 11:51:41 a.m.,,4513.00,,,,
12425,06/27/25 11:53:20 a.m.,,4514.00,,,,
12426,06/27/25 11:55:15 a.m.,,4515.00,,,,
12427,06/27/25 11:56:52 a.m.,,4516.00,,,,
12428,06/27/25 11:58:38 a.m.,,4517.00,,,,
12429,06/27/25 12:00:00 p.m.,6.978,,,,,
12430,06/27/25 12:00:16 p.m.,,4518.00,,,,
12431,06/27/25 12:02:24 p.m.,,4519.00,,,,
12432,06/27/25 12:03:57 p.m.,,4520.00,,,,
12433,06/27/25 12:07:38 p.m.,,4521.00,,,,
12434,06/27/25 12:10:41 p.m.,,4522.00,,,,
12435,06/27/25 12:13:46 p.m.,,4523.00,,,,
12436,06/27/25 12:15:17 p.m.,,4524.00,,,,
12437,06/27/25 12:17:47 p.m.,,4525.00,,,,
12438,06/27/25 12:19:35 p.m.,,4526.00,,,,
12439,06/27/25 12:22:46 p.m.,,4527.00,,,,
12440,06/27/25 12:26:29 p.m.,,4528.00,,,,
12441,06/27/25 12:30:00 p.m.,6.877,,,,,
12442,06/27/25 12:32:25 p.m.,,4529.00,,,,
12443,06/27/25 12:38:05 p.m.,,4530.00,,,,
12444,06/27/25 12:47:52 p.m.,,4531.00,,,,
12445,06/27/25 12:51:05 p.m.,,4532.00,,,,
12446,06/27/25 12:55:19 p.m.,,4533.00,,,,
12447,06/27/25 01:00:00 p.m.,8.481,,,,,
12448,06/27/25 01:11:31 p.m.,,4534.00,,,,
12449,06/27/25 01:14:49 p.m.,,4535.00,,,,
12450,06/27/25 01:16:10 p.m.,,4536.00,,,,
12451,06/27/25 01:18:22 p.m.,,4537.00,,,,
12452,06/27/25 01:19:58 p.m.,,4538.00,,,,
12453,06/27/25 01:21:40 p.m.,,4539.00,,,,
12454,06/27/25 01:23:19 p.m.,,4540.00,,,,
12455,06/27/25 01:26:05 p.m.,,4541.00,,,,
12456,06/27/25 01:28:22 p.m.,,4542.00,,,,
12457,06/27/25 01:30:00 p.m.,7.682,,,,,
12458,06/27/25 01:31:18 p.m.,,4543.00,,,,
12459,06/27/25 01:33:34 p.m.,,4544.00,,,,
12460,06/27/25 01:36:48 p.m.,,4545.00,,,,
12461,06/27/25 01:38:34 p.m.,,4546.00,,,,
12462,06/27/25 01:41:09 p.m.,,4547.00,,,,
12463,06/27/25 01:43:51 p.m.,,4548.00,,,,
12464,06/27/25 01:47:26 p.m.,,4549.00,,,,
12465,06/27/25 01:51:23 p.m.,,4550.00,,,,
12466,06/27/25 01:56:33 p.m.,,4551.00,,,,
12467,06/27/25 01:59:00 p.m.,,4552.00,,,,
12468,06/27/25 02:00:00 p.m.,7.582,,,,,
12469,06/27/25 02:01:11 p.m.,,4553.00,,,,
12470,06/27/25 02:03:06 p.m.,,4554.00,,,,
12471,06/27/25 02:05:15 p.m.,,4555.00,,,,
12472,06/27/25 02:07:32 p.m.,,4556.00,,,,
12473,06/27/25 02:10:54 p.m.,,4557.00,,,,
12474,06/27/25 02:13:21 p.m.,,4558.00,,,,
12475,06/27/25 02:16:06 p.m.,,4559.00,,,,
12476,06/27/25 02:17:43 p.m.,,4560.00,,,,
12477,06/27/25 02:20:56 p.m.,,4561.00,,,,
12478,06/27/25 02:23:36 p.m.,,4562.00,,,,
12479,06/27/25 02:28:10 p.m.,,4563.00,,,,
12480,06/27/25 02:30:00 p.m.,7.882,,,,,
12481,06/27/25 02:33:14 p.m.,,4564.00,,,,
12482,06/27/25 02:40:24 p.m.,,4565.00,,,,
12483,06/27/25 02:43:46 p.m.,,4566.00,,,,
12484,06/27/25 02:49:45 p.m.,,4567.00,,,,
12485,06/27/25 02:55:34 p.m.,,4568.00,,,,
12486,06/27/25 02:59:22 p.m.,,4569.00,,,,
12487,06/27/25 03:00:00 p.m.,8.879,,,,,
12488,06/27/25 03:03:15 p.m.,,4570.00,,,,
12489,06/27/25 03:11:25 p.m.,,4571.00,,,,
12490,06/27/25 03:15:00 p.m.,,4572.00,,,,
12491,06/27/25 03:18:30 p.m.,,4573.00,,,,
12492,06/27/25 03:30:00 p.m.,9.866,,,,,
12493,06/27/25 03:43:51 p.m.,,4574.00,,,,
12494,06/27/25 04:00:00 p.m.,12.497,,,,,
12495,06/27/25 04:30:00 p.m.,11.236,,,,,
12496,06/27/25 05:00:00 p.m.,5.757,,,,,
12497,06/27/25 05:30:00 p.m.,4.311,,,,,
12498,06/27/25 06:00:00 p.m.,4.831,,,,,
12499,06/27/25 06:30:00 p.m.,3.472,,,,,
12500,06/27/25 07:00:00 p.m.,2.410,,,,,
12501,06/27/25 07:30:00 p.m.,2.837,,,,,
12502,06/27/25 08:00:00 p.m.,2.943,,,,,
12503,06/27/25 08:30:00 p.m.,3.788,,,,,
12504,06/27/25 09:00:00 p.m.,4.519,,,,,
12505,06/27/25 09:30:00 p.m.,4.727,,,,,
12506,06/27/25 10:00:00 p.m.,4.727,,,,,
12507,06/27/25 10:30:00 p.m.,4.623,,,,,
12508,06/27/25 11:00:00 p.m.,4.727,,,,,
12509,06/27/25 11:30:00 p.m.,4.831,,,,,
12510,06/28/25 12:00:00 a.m.,4.519,,,,,
12511,06/28/25 12:23:32 a.m.,,4575.00,,,,
12512,06/28/25 12:30:00 a.m.,4.519,,,,,
12513,06/28/25 12:33:17 a.m.,,4576.00,,,,
12514,06/28/25 12:37:30 a.m.,,4577.00,,,,
12515,06/28/25 12:52:11 a.m.,,4578.00,,,,
12516,06/28/25 01:00:00 a.m.,4.519,,,,,
12517,06/28/25 01:20:44 a.m.,,4579.00,,,,
12518,06/28/25 01:28:37 a.m.,,4580.00,,,,
12519,06/28/25 01:30:00 a.m.,4.623,,,,,
12520,06/28/25 01:56:16 a.m.,,4581.00,,,,
12521,06/28/25 02:00:00 a.m.,4.623,,,,,
12522,06/28/25 02:30:00 a.m.,4.415,,,,,
12523,06/28/25 03:00:00 a.m.,4.311,,,,,
12524,06/28/25 03:30:00 a.m.,4.311,,,,,
12525,06/28/25 04:00:00 a.m.,4.415,,,,,
12526,06/28/25 04:30:00 a.m.,4.415,,,,,
12527,06/28/25 05:00:00 a.m.,4.415,,,,,
12528,06/28/25 05:30:00 a.m.,4.311,,,,,
12529,06/28/25 05:53:39 a.m.,,4582.00,,,,
12530,06/28/25 06:00:00 a.m.,4.311,,,,,
12531,06/28/25 06:09:03 a.m.,,4583.00,,,,
12532,06/28/25 06:18:01 a.m.,,4584.00,,,,
12533,06/28/25 06:30:00 a.m.,4.207,,,,,
12534,06/28/25 06:38:38 a.m.,,4585.00,,,,
12535,06/28/25 06:44:13 a.m.,,4586.00,,,,
12536,06/28/25 06:52:14 a.m.,,4587.00,,,,
12537,06/28/25 06:56:57 a.m.,,4588.00,,,,
12538,06/28/25 07:00:00 a.m.,4.623,,,,,
12539,06/28/25 07:02:40 a.m.,,4589.00,,,,
12540,06/28/25 07:11:50 a.m.,,4590.00,,,,
12541,06/28/25 07:30:00 a.m.,5.244,,,,,
12542,06/28/25 07:35:58 a.m.,,4591.00,,,,
12543,06/28/25 07:46:53 a.m.,,4592.00,,,,
12544,06/28/25 08:00:00 a.m.,5.552,,,,,
12545,06/28/25 08:12:16 a.m.,,4593.00,,,,
12546,06/28/25 08:17:25 a.m.,,4594.00,,,,
12547,06/28/25 08:22:28 a.m.,,4595.00,,,,
12548,06/28/25 08:30:00 a.m.,6.775,,,,,
12549,06/28/25 08:39:28 a.m.,,4596.00,,,,
12550,06/28/25 08:51:24 a.m.,,4597.00,,,,
12551,06/28/25 08:58:34 a.m.,,4598.00,,,,
12552,06/28/25 09:00:00 a.m.,6.775,,,,,
12553,06/28/25 09:09:56 a.m.,,4599.00,,,,
12554,06/28/25 09:19:16 a.m.,,4600.00,,,,
12555,06/28/25 09:30:00 a.m.,8.182,,,,,
12556,06/28/25 09:32:55 a.m.,,4601.00,,,,
12557,06/28/25 09:39:25 a.m.,,4602.00,,,,
12558,06/28/25 10:00:00 a.m.,8.481,,,,,
12559,06/28/25 10:07:54 a.m.,,4603.00,,,,
12560,06/28/25 10:23:36 a.m.,,4604.00,,,,
12561,06/28/25 10:30:00 a.m.,8.779,,,,,
12562,06/28/25 11:00:00 a.m.,10.357,,,,,
12563,06/28/25 11:08:42 a.m.,,4605.00,,,,
12564,06/28/25 11:30:00 a.m.,10.259,,,,,
12565,06/28/25 11:50:45 a.m.,,4606.00,,,,
12566,06/28/25 12:00:00 p.m.,10.161,,,,,
12567,06/28/25 12:15:41 p.m.,,4607.00,,,,
12568,06/28/25 12:20:07 p.m.,,4608.00,,,,
12569,06/28/25 12:27:56 p.m.,,4609.00,,,,
12570,06/28/25 12:30:00 p.m.,8.779,,,,,
12571,06/28/25 01:00:00 p.m.,10.357,,,,,
12572,06/28/25 01:30:00 p.m.,9.275,,,,,
12573,06/28/25 02:00:00 p.m.,9.965,,,,,
12574,06/28/25 02:00:47 p.m.,,4610.00,,,,
12575,06/28/25 02:30:00 p.m.,9.768,,,,,
12576,06/28/25 03:00:00 p.m.,14.709,,,,,
12577,06/28/25 03:30:00 p.m.,11.334,,,,,
12578,06/28/25 04:00:00 p.m.,13.076,,,,,
12579,06/28/25 04:30:00 p.m.,12.980,,,,,
12580,06/28/25 05:00:00 p.m.,6.877,,,,,
12581,06/28/25 05:30:00 p.m.,4.727,,,,,
12582,06/28/25 06:00:00 p.m.,2.943,,,,,
12583,06/28/25 06:30:00 p.m.,1.439,,,,,
12584,06/28/25 07:00:00 p.m.,1.548,,,,,
12585,06/28/25 07:30:00 p.m.,2.088,,,,,
12586,06/28/25 08:00:00 p.m.,2.943,,,,,
12587,06/28/25 08:30:00 p.m.,2.730,,,,,
12588,06/28/25 09:00:00 p.m.,2.837,,,,,
12589,06/28/25 09:30:00 p.m.,3.578,,,,,
12590,06/28/25 10:00:00 p.m.,3.788,,,,,
12591,06/28/25 10:30:00 p.m.,3.998,,,,,
12592,06/28/25 11:00:00 p.m.,3.578,,,,,
12593,06/28/25 11:30:00 p.m.,4.519,,,,,
12594,06/29/25 12:00:00 a.m.,4.831,,,,,
12595,06/29/25 12:30:00 a.m.,4.727,,,,,
12596,06/29/25 01:00:00 a.m.,4.207,,,,,
12597,06/29/25 01:30:00 a.m.,4.102,,,,,
12598,06/29/25 02:00:00 a.m.,4.207,,,,,
12599,06/29/25 02:30:00 a.m.,4.623,,,,,
12600,06/29/25 03:00:00 a.m.,5.037,,,,,
12601,06/29/25 03:30:00 a.m.,4.727,,,,,
12602,06/29/25 04:00:00 a.m.,4.623,,,,,
12603,06/29/25 04:30:00 a.m.,4.519,,,,,
12604,06/29/25 05:00:00 a.m.,3.998,,,,,
12605,06/29/25 05:30:00 a.m.,2.943,,,,,
12606,06/29/25 06:00:00 a.m.,2.837,,,,,
12607,06/29/25 06:30:00 a.m.,2.730,,,,,
12608,06/29/25 07:00:00 a.m.,3.155,,,,,
12609,06/29/25 07:30:00 a.m.,4.831,,,,,
12610,06/29/25 08:00:00 a.m.,6.573,,,,,
12611,06/29/25 08:30:00 a.m.,7.882,,,,,
12612,06/29/25 09:00:00 a.m.,8.779,,,,,
12613,06/29/25 09:30:00 a.m.,10.161,,,,,
12614,06/29/25 10:00:00 a.m.,11.041,,,,,
12615,06/29/25 10:30:00 a.m.,11.236,,,,,
12616,06/29/25 11:00:00 a.m.,10.161,,,,,
12617,06/29/25 11:30:00 a.m.,9.669,,,,,
12618,06/29/25 12:00:00 p.m.,9.472,,,,,
12619,06/29/25 12:30:00 p.m.,10.944,,,,,
12620,06/29/25 01:00:00 p.m.,11.334,,,,,
12621,06/29/25 01:30:00 p.m.,8.978,,,,,
12622,06/29/25 02:00:00 p.m.,11.334,,,,,
12623,06/29/25 02:11:22 p.m.,,4611.00,,,,
12624,06/29/25 02:21:05 p.m.,,4612.00,,,,
12625,06/29/25 02:30:00 p.m.,10.161,,,,,
12626,06/29/25 03:00:00 p.m.,11.041,,,,,
12627,06/29/25 03:30:00 p.m.,14.134,,,,,
12628,06/29/25 04:00:00 p.m.,10.357,,,,,
12629,06/29/25 04:30:00 p.m.,9.176,,,,,
12630,06/29/25 05:00:00 p.m.,8.481,,,,,
12631,06/29/25 05:30:00 p.m.,7.179,,,,,
12632,06/29/25 06:00:00 p.m.,5.962,,,,,
12633,06/29/25 06:11:50 p.m.,,4613.00,,,,
12634,06/29/25 06:15:36 p.m.,,4614.00,,,,
12635,06/29/25 06:24:16 p.m.,,4615.00,,,,
12636,06/29/25 06:27:16 p.m.,,4616.00,,,,
12637,06/29/25 06:30:00 p.m.,5.450,,,,,
12638,06/29/25 06:30:39 p.m.,,4617.00,,,,
12639,06/29/25 06:33:09 p.m.,,4618.00,,,,
12640,06/29/25 06:36:22 p.m.,,4619.00,,,,
12641,06/29/25 06:38:39 p.m.,,4620.00,,,,
12642,06/29/25 06:42:00 p.m.,,4621.00,,,,
12643,06/29/25 06:44:31 p.m.,,4622.00,,,,
12644,06/29/25 06:50:37 p.m.,,4623.00,,,,
12645,06/29/25 07:00:00 p.m.,5.347,,,,,
12646,06/29/25 07:00:27 p.m.,,4624.00,,,,
12647,06/29/25 07:09:20 p.m.,,4625.00,,,,
12648,06/29/25 07:15:15 p.m.,,4626.00,,,,
12649,06/29/25 07:17:57 p.m.,,4627.00,,,,
12650,06/29/25 07:19:47 p.m.,,4628.00,,,,
12651,06/29/25 07:21:58 p.m.,,4629.00,,,,
12652,06/29/25 07:23:28 p.m.,,4630.00,,,,
12653,06/29/25 07:26:03 p.m.,,4631.00,,,,
12654,06/29/25 07:30:00 p.m.,5.552,,,,,
12655,06/29/25 07:32:49 p.m.,,4632.00,,,,
12656,06/29/25 08:00:00 p.m.,5.450,,,,,
12657,06/29/25 08:08:42 p.m.,,4633.00,,,,
12658,06/29/25 08:30:00 p.m.,5.552,,,,,
12659,06/29/25 08:34:19 p.m.,,4634.00,,,,
12660,06/29/25 08:38:31 p.m.,,4635.00,,,,
12661,06/29/25 08:49:40 p.m.,,4636.00,,,,
12662,06/29/25 09:00:00 p.m.,5.450,,,,,
12663,06/29/25 09:02:10 p.m.,,4637.00,,,,
12664,06/29/25 09:10:16 p.m.,,4638.00,,,,
